Burst,Date_burst_daughter,Delta_Burst_date_child,Flowering,Flowering_Date,Lateral_GU_daughter,No_Lateral_GU,No_inflo,burst_date_mother,is_in_extremity,is_loaded,nature_ancestor_V,position_ancestor_L,position_mother_L,tree,uc
0,,,1.0,9,,,1.0,3,1,1,1,0,1,F2,52476
0,,,1.0,8,,,1.0,3,1,1,1,0,1,F2,52479
0,,,1.0,9,,,1.0,3,1,1,1,0,1,F2,52482
0,,,1.0,9,,,1.0,3,1,1,1,0,1,F2,52485
0,,,1.0,8,,,1.0,3,1,1,1,0,1,F2,52488
0,,,1.0,9,,,1.0,3,1,1,0,1,1,F2,52494
0,,,0.0,NA,,,0.0,3,1,1,0,1,1,F2,52497
0,,,1.0,3,,,1.0,3,1,1,1,0,1,F2,52501
0,,,1.0,3,,,1.0,3,1,1,1,0,1,F2,52504
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52536
0,,,1.0,11,,,1.0,3,1,1,1,0,1,F2,52538
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52541
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52543
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52545
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52547
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52549
0,,,1.0,8,,,1.0,3,1,1,1,0,1,F2,52551
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52554
0,,,1.0,10,,,1.0,3,1,1,1,0,1,F2,52556
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52559
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52563
0,,,0.0,NA,,,0.0,3,1,1,0,1,1,F2,52567
0,,,1.0,11,,,1.0,3,1,1,1,1,1,F2,52572
0,,,1.0,11,,,1.0,3,1,1,0,0,1,F2,52594
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52599
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52605
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52607
0,,,1.0,11,,,1.0,3,1,1,0,1,1,F2,52612
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52622
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52624
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52626
0,,,1.0,9,,,1.0,3,1,1,1,0,1,F2,52628
1,3.0,2.0,,NA,1.0,1.0,,1,0,1,1,1,1,F2,52633
0,,,1.0,9,,,1.0,3,1,1,1,1,0,F2,52634
0,,,1.0,9,,,1.0,3,1,1,1,1,1,F2,52636
1,3.0,2.0,,NA,1.0,4.0,,1,0,1,1,1,1,F2,52639
0,,,1.0,6,,,1.0,3,1,1,1,1,0,F2,52640
0,,,1.0,6,,,1.0,3,1,1,1,1,1,F2,52642
0,,,1.0,6,,,1.0,3,1,1,1,1,1,F2,52644
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52646
0,,,1.0,6,,,1.0,3,1,1,1,1,1,F2,52647
1,3.0,2.0,,NA,1.0,5.0,,1,0,1,1,1,1,F2,52650
0,,,1.0,6,,,1.0,3,1,1,1,1,0,F2,52651
0,,,1.0,11,,,1.0,3,1,1,1,1,1,F2,52653
0,,,1.0,11,,,1.0,3,1,1,1,1,1,F2,52655
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52657
0,,,1.0,6,,,1.0,3,1,1,1,1,1,F2,52658
0,,,1.0,9,,,1.0,3,1,1,1,1,1,F2,52660
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52666
0,,,1.0,8,,,1.0,3,1,1,0,0,1,F2,52674
0,,,1.0,7,,,1.0,3,1,1,0,0,1,F2,52677
0,,,1.0,8,,,1.0,3,1,1,0,0,1,F2,52680
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52683
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52688
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52690
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52694
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52696
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52698
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52702
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52704
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52706
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52710
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52712
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52714
0,,,1.0,7,,,1.0,3,1,1,0,1,0,F2,52718
0,,,0.0,NA,,,0.0,3,1,1,0,1,1,F2,52723
0,,,1.0,10,,,1.0,3,1,1,0,0,1,F2,52726
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52729
0,,,1.0,10,,,1.0,3,1,1,1,0,1,F2,52733
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52736
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52738
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52740
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52742
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52744
0,,,0.0,NA,,,0.0,9,1,1,0,0,1,F2,52750
1,3.0,6.0,,NA,0.0,,,9,0,1,0,1,0,F2,52754
0,,,0.0,NA,,,0.0,3,1,1,0,1,0,F2,52755
1,3.0,6.0,,NA,0.0,,,9,0,1,0,1,0,F2,52759
0,,,1.0,10,,,1.0,3,1,1,0,1,0,F2,52760
0,,,1.0,7,,,1.0,9,1,1,0,1,1,F2,52764
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52769
0,,,1.0,6,,,1.0,3,1,1,0,0,1,F2,52781
0,,,1.0,6,,,1.0,3,1,1,0,0,1,F2,52784
0,,,1.0,6,,,1.0,3,1,1,0,0,1,F2,52787
1,3.0,5.0,,NA,0.0,,,10,0,1,1,0,0,F2,52799
0,,,1.0,6,,,1.0,3,1,1,1,0,1,F2,52800
1,11.0,2.0,,NA,0.0,,,9,0,1,1,0,1,F2,52803
1,3.0,4.0,,NA,1.0,1.0,,11,0,1,1,0,0,F2,52804
0,,,1.0,8,,,1.0,3,1,1,1,0,0,F2,52805
0,,,1.0,8,,,1.0,3,1,1,1,0,1,F2,52807
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52810
1,3.0,5.0,,NA,0.0,,,10,0,1,1,1,0,F2,52816
0,,,1.0,6,,,1.0,3,1,1,1,1,0,F2,52817
1,11.0,2.0,,NA,0.0,,,9,0,1,1,1,1,F2,52820
1,3.0,4.0,,NA,0.0,,,11,0,1,1,1,0,F2,52821
0,,,1.0,6,,,1.0,3,1,1,1,1,0,F2,52822
1,11.0,2.0,,NA,0.0,,,9,0,1,0,1,0,F2,52826
1,3.0,4.0,,NA,1.0,3.0,,11,0,1,0,1,0,F2,52827
0,,,1.0,6,,,2.0,3,1,1,0,1,0,F2,52828
0,,,0.0,NA,,,0.0,3,1,1,0,1,1,F2,52830
0,,,1.0,5,,,2.0,3,1,1,0,1,1,F2,52831
0,,,0.0,NA,,,0.0,3,1,1,0,1,1,F2,52833
1,3.0,6.0,,NA,0.0,,,9,0,1,0,1,1,F2,52835
0,,,0.0,NA,,,0.0,3,1,1,0,1,0,F2,52836
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52840
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52842
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52844
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,52846
0,,,0.0,NA,,,0.0,8,1,1,1,1,0,F2,52850
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52858
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52860
1,11.0,2.0,,NA,1.0,1.0,,9,0,1,0,0,0,F2,52864
1,3.0,4.0,,NA,0.0,,,11,0,1,0,0,0,F2,52865
0,,,1.0,6,,,1.0,3,1,1,0,0,0,F2,52866
1,3.0,4.0,,NA,0.0,,,11,0,1,0,0,1,F2,52868
0,,,1.0,6,,,1.0,3,1,1,0,0,0,F2,52869
1,11.0,2.0,,NA,0.0,,,9,0,1,0,1,0,F2,52873
0,,,1.0,5,,,1.0,11,1,1,0,1,0,F2,52874
1,11.0,2.0,,NA,0.0,,,9,0,1,0,0,0,F2,52879
1,1.0,2.0,,NA,1.0,1.0,,11,0,1,0,0,0,F2,52880
1,3.0,2.0,,NA,1.0,6.0,,1,0,1,0,0,0,F2,52881
0,,,0.0,NA,,,0.0,3,1,1,0,0,0,F2,52882
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52883
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52884
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52885
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52886
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52887
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52888
1,3.0,2.0,,NA,1.0,3.0,,1,0,1,0,0,1,F2,52889
0,,,1.0,11,,,1.0,3,1,1,0,0,0,F2,52890
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52892
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52893
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52894
1,11.0,2.0,,NA,0.0,,,9,0,1,0,0,1,F2,52896
1,1.0,2.0,,NA,0.0,,,11,0,1,0,0,0,F2,52897
1,3.0,2.0,,NA,1.0,4.0,,1,0,1,0,0,0,F2,52898
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52900
0,,,1.0,10,,,1.0,3,1,1,0,0,1,F2,52901
0,,,1.0,11,,,1.0,3,1,1,0,0,1,F2,52903
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52905
1,11.0,2.0,,NA,0.0,,,9,0,1,0,0,1,F2,52907
1,1.0,2.0,,NA,0.0,,,11,0,1,0,0,0,F2,52908
1,3.0,2.0,,NA,1.0,2.0,,1,0,1,0,0,0,F2,52909
0,,,1.0,12,,,1.0,3,1,1,0,0,0,F2,52910
0,,,1.0,10,,,1.0,3,1,1,0,0,1,F2,52912
0,,,1.0,9,,,1.0,3,1,1,0,0,1,F2,52914
1,10.0,1.0,,NA,0.0,,,9,0,1,0,0,1,F2,52917
1,1.0,3.0,,NA,0.0,,,10,0,1,0,0,0,F2,52918
1,3.0,2.0,,NA,1.0,5.0,,1,0,1,0,0,0,F2,52919
0,,,0.0,NA,,,0.0,3,1,1,0,0,0,F2,52920
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52921
0,,,1.0,8,,,1.0,3,1,1,0,0,1,F2,52922
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52924
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52925
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52926
1,1.0,4.0,,NA,0.0,,,9,0,1,0,1,0,F2,52929
1,3.0,2.0,,NA,1.0,3.0,,1,0,1,0,1,0,F2,52930
0,,,0.0,NA,,,0.0,3,1,1,0,1,0,F2,52931
0,,,1.0,4,,,1.0,3,1,1,0,1,1,F2,52932
0,,,1.0,4,,,1.0,3,1,1,0,1,1,F2,52934
0,,,1.0,4,,,1.0,3,1,1,0,1,1,F2,52936
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,52948
1,3.0,2.0,,NA,0.0,,,1,0,1,1,0,1,F2,52950
0,,,0.0,NA,,,0.0,3,1,1,1,0,0,F2,52951
1,11.0,2.0,,NA,1.0,1.0,,9,0,1,0,0,0,F2,52957
1,3.0,4.0,,NA,1.0,3.0,,11,0,1,0,0,0,F2,52958
0,,,0.0,NA,,,0.0,3,1,1,0,0,0,F2,52959
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52960
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52961
0,,,1.0,7,,,1.0,3,1,1,0,0,1,F2,52962
1,3.0,4.0,,NA,0.0,,,11,0,1,0,0,1,F2,52964
0,,,1.0,9,,,1.0,3,1,1,0,0,0,F2,52965
1,11.0,2.0,,NA,0.0,,,9,0,1,0,0,1,F2,52968
1,2.0,3.0,,NA,0.0,,,11,0,1,0,0,0,F2,52969
0,,,1.0,6,,,1.0,2,1,1,0,0,0,F2,52970
1,11.0,2.0,,NA,0.0,,,9,0,1,0,0,1,F2,52973
1,3.0,4.0,,NA,1.0,3.0,,11,0,1,0,0,0,F2,52974
0,,,1.0,11,,,1.0,3,1,1,0,0,0,F2,52975
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52977
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52978
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52979
0,,,1.0,9,,,1.0,9,1,1,0,0,1,F2,52981
1,11.0,2.0,,NA,0.0,,,9,0,1,0,0,1,F2,52984
1,3.0,4.0,,NA,1.0,3.0,,11,0,1,0,0,0,F2,52985
0,,,0.0,NA,,,0.0,3,1,1,0,0,0,F2,52986
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52987
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52988
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,52989
0,,,0.0,NA,,,0.0,9,1,1,0,0,1,F2,52991
1,3.0,6.0,,NA,0.0,,,9,0,1,0,1,0,F2,52994
0,,,1.0,8,,,1.0,3,1,1,0,1,0,F2,52995
1,3.0,6.0,,NA,0.0,,,9,0,1,0,1,0,F2,52999
0,,,1.0,9,,,1.0,3,1,1,0,1,0,F2,53000
1,11.0,2.0,,NA,0.0,,,9,0,1,0,1,0,F2,53004
1,3.0,4.0,,NA,1.0,1.0,,11,0,1,0,1,0,F2,53005
0,,,1.0,6,,,1.0,3,1,1,0,1,0,F2,53006
0,,,1.0,7,,,1.0,3,1,1,0,1,1,F2,53008
1,11.0,2.0,,NA,0.0,,,9,0,1,0,0,0,F2,53013
1,2.0,3.0,,NA,0.0,,,11,0,1,0,0,1,F2,53014
0,,,1.0,6,,,1.0,2,1,1,0,0,0,F2,53015
1,11.0,2.0,,NA,0.0,,,9,0,1,0,0,1,F2,53018
1,2.0,3.0,,NA,1.0,1.0,,11,0,1,0,0,0,F2,53019
0,,,1.0,6,,,1.0,2,1,1,0,0,0,F2,53020
0,,,1.0,9,,,1.0,2,1,1,0,0,1,F2,53022
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53036
1,3.0,6.0,,NA,0.0,,,9,0,1,0,0,0,F2,53040
0,,,1.0,5,,,1.0,3,1,1,0,0,0,F2,53041
1,11.0,2.0,,NA,0.0,,,9,0,1,0,0,1,F2,53044
1,3.0,4.0,,NA,1.0,3.0,,11,0,1,0,0,0,F2,53045
0,,,1.0,5,,,1.0,3,1,1,0,0,0,F2,53046
0,,,1.0,6,,,1.0,3,1,1,0,0,1,F2,53048
0,,,1.0,6,,,1.0,3,1,1,0,0,1,F2,53050
0,,,1.0,6,,,1.0,3,1,1,0,0,1,F2,53052
1,3.0,6.0,,NA,0.0,,,9,0,1,0,0,1,F2,53055
0,,,1.0,6,,,1.0,3,1,1,0,0,0,F2,53056
1,3.0,6.0,,NA,0.0,,,9,0,1,0,1,0,F2,53060
0,,,1.0,6,,,1.0,3,1,1,0,1,0,F2,53061
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53072
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53074
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53076
1,3.0,5.0,,NA,1.0,2.0,,10,0,1,1,0,0,F2,53094
0,,,1.0,8,,,1.0,3,1,1,1,0,0,F2,53095
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53097
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53098
1,3.0,6.0,,NA,0.0,,,9,0,1,1,0,1,F2,53100
0,,,0.0,NA,,,0.0,3,1,1,1,0,0,F2,53101
1,2.0,5.0,,NA,0.0,,,9,0,1,1,0,1,F2,53103
0,,,1.0,8,,,2.0,2,1,1,1,0,0,F2,53104
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53109
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53111
0,,,0.0,NA,,,0.0,10,1,1,1,1,1,F2,53113
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53115
1,2.0,5.0,,NA,1.0,1.0,,9,0,1,1,1,1,F2,53117
0,,,1.0,5,,,1.0,2,1,1,1,1,0,F2,53118
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53120
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53124
0,,,0.0,NA,,,0.0,10,1,1,1,0,0,F2,53129
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53131
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53133
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53135
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53137
1,3.0,4.0,,NA,0.0,,,11,0,1,1,0,1,F2,53139
0,,,0.0,NA,,,0.0,3,1,1,1,0,0,F2,53140
1,3.0,5.0,,NA,1.0,3.0,,10,0,1,1,1,0,F2,53144
0,,,0.0,NA,,,0.0,3,1,1,1,1,0,F2,53145
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,53146
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,53147
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,53148
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,53150
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53155
0,,,1.0,6,,,1.0,3,1,1,1,0,1,F2,53157
0,,,1.0,6,,,1.0,3,1,1,1,0,1,F2,53160
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53163
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53165
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53170
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53172
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53189
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53191
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53193
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53195
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53197
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53199
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53201
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53203
0,,,1.0,6,,,1.0,2,1,1,0,0,1,F2,53212
0,,,1.0,6,,,1.0,2,1,1,1,0,1,F2,53217
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53220
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53222
0,,,1.0,7,,,1.0,2,1,1,1,0,1,F2,53224
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53227
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53229
0,,,1.0,6,,,1.0,2,1,1,1,1,1,F2,53233
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53236
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53238
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53240
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53242
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53246
0,,,1.0,6,,,1.0,2,1,1,1,1,1,F2,53248
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53251
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53256
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53258
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53260
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53262
0,,,1.0,8,,,1.0,3,1,1,1,0,1,F2,53271
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53274
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53276
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53278
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53280
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53282
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53284
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53286
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,F2,53291
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53295
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53297
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,F2,53299
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53305
1,1.0,3.0,,NA,1.0,2.0,,10,0,1,1,1,0,F2,53309
0,,,0.0,NA,,,0.0,1,1,1,1,1,1,F2,53310
0,,,0.0,NA,,,0.0,1,1,1,1,1,1,F2,53311
0,,,1.0,5,,,1.0,2,1,1,1,1,1,F2,53313
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53316
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,F2,53318
0,,,0.0,NA,,,0.0,10,1,1,1,0,0,F2,53327
1,3.0,4.0,,NA,1.0,1.0,,11,0,1,1,0,1,F2,53329
0,,,0.0,NA,,,0.0,3,1,1,1,0,0,F2,53330
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53331
1,3.0,4.0,,NA,1.0,3.0,,11,0,1,1,0,1,F2,53333
0,,,0.0,NA,,,0.0,3,1,1,1,0,0,F2,53334
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53335
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53336
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53337
0,,,0.0,NA,,,0.0,11,1,1,1,0,1,F2,53339
0,,,0.0,NA,,,0.0,10,1,1,1,1,0,F2,53343
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,53345
0,,,1.0,8,,,1.0,3,1,1,1,0,1,F2,53352
0,,,1.0,8,,,1.0,3,1,1,1,0,1,F2,53355
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53358
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53360
0,,,1.0,9,,,1.0,3,1,1,1,0,1,F2,53362
0,,,1.0,6,,,1.0,3,1,1,1,0,1,F2,53365
0,,,1.0,6,,,1.0,3,1,1,1,0,1,F2,53368
0,,,1.0,5,,,1.0,2,1,1,0,0,1,F2,53374
0,,,1.0,7,,,1.0,3,1,1,1,0,1,F2,53379
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53382
0,,,1.0,6,,,1.0,3,1,1,1,0,1,F2,53384
0,,,1.0,6,,,1.0,3,1,1,1,0,1,F2,53387
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53390
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53392
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53394
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53396
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53398
0,,,0.0,NA,,,0.0,3,1,1,1,0,1,F2,53400
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,53406
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,53408
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,53410
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,53412
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,53416
0,,,0.0,NA,,,0.0,3,1,1,1,1,1,F2,53418
0,,,0.0,NA,,,0.0,8,1,1,0,1,1,B10,40825
1,12.0,4.0,,NA,0.0,,,8,0,1,0,1,0,B10,40829
1,3.0,3.0,,NA,1.0,2.0,,12,0,1,0,1,0,B10,40830
0,,,1.0,8,,,2.0,3,1,1,0,1,0,B10,40831
0,,,1.0,8,,,1.0,3,1,1,0,1,1,B10,40833
0,,,0.0,NA,,,0.0,3,1,1,0,1,1,B10,40835
1,11.0,3.0,,NA,0.0,,,8,0,1,0,1,1,B10,40837
1,3.0,4.0,,NA,0.0,,,11,0,1,0,1,0,B10,40838
0,,,1.0,8,,,1.0,3,1,1,0,1,0,B10,40839
1,11.0,3.0,,NA,0.0,,,8,0,1,0,1,1,B10,40842
1,3.0,4.0,,NA,0.0,,,11,0,1,0,1,0,B10,40843
0,,,0.0,NA,,,0.0,3,1,1,0,1,0,B10,40844
1,12.0,4.0,,NA,0.0,,,8,0,1,0,0,0,B10,40849
1,2.0,2.0,,NA,1.0,1.0,,12,0,1,0,0,0,B10,40850
0,,,1.0,7,,,1.0,2,1,1,0,0,0,B10,40851
0,,,0.0,NA,,,0.0,2,1,1,0,0,1,B10,40853
0,,,0.0,NA,,,0.0,8,1,1,0,0,1,B10,40855
1,11.0,3.0,,NA,0.0,,,8,0,1,0,0,1,B10,40857
1,3.0,4.0,,NA,1.0,1.0,,11,0,1,0,0,0,B10,40858
0,,,0.0,NA,,,0.0,3,1,1,0,0,0,B10,40859
0,,,0.0,NA,,,0.0,3,1,1,0,0,1,B10,40860
0,,,0.0,NA,,,0.0,8,1,1,0,0,1,B10,40862
0,,,0.0,NA,,,0.0,8,1,1,0,1,1,B10,40865
0,,,0.0,NA,,,0.0,8,1,1,0,1,1,B10,40867
0,,,0.0,NA,,,0.0,8,1,1,0,1,1,B10,40870
0,,,0.0,NA,,,0.0,8,1,1,0,1,1,B10,40872
0,,,0.0,NA,,,0.0,8,1,1,0,1,1,B10,40874
0,,,0.0,NA,,,0.0,8,1,1,0,1,1,B10,40876
1,12.0,4.0,,NA,0.0,,,8,0,1,0,1,0,B10,40881
1,3.0,3.0,,NA,0.0,,,12,0,1,0,1,0,B10,40882
0,,,1.0,4,,,1.0,3,1,1,0,1,0,B10,40883
0,,,1.0,5,,,1.0,8,1,1,0,1,1,B10,40886
0,,,0.0,NA,,,0.0,8,1,1,0,1,1,B10,40890
0,,,0.0,NA,,,0.0,8,1,1,0,1,1,B10,40892
0,,,0.0,NA,,,0.0,8,1,1,0,1,1,B10,40894
0,,,0.0,NA,,,0.0,8,1,1,0,1,1,B10,40896
0,,,0.0,NA,,,0.0,8,1,1,0,0,1,B10,40906
0,,,0.0,NA,,,0.0,8,1,1,0,0,1,B10,40908
0,,,0.0,NA,,,0.0,8,1,1,0,0,1,B10,40910
1,3.0,7.0,,NA,0.0,,,8,0,1,0,0,1,B10,40912
0,,,0.0,NA,,,0.0,3,1,1,0,0,0,B10,40913
1,3.0,7.0,,NA,0.0,,,8,0,1,0,1,0,B10,40919
0,,,0.0,NA,,,0.0,3,1,1,0,1,0,B10,40920
1,12.0,4.0,,NA,0.0,,,8,0,1,0,1,0,B10,40924
0,,,0.0,NA,,,0.0,12,1,1,0,1,0,B10,40925
1,12.0,4.0,,NA,0.0,,,8,0,1,0,1,0,B10,40929
1,3.0,3.0,,NA,0.0,,,12,0,1,0,1,0,B10,40930
0,,,1.0,8,,,2.0,3,1,1,0,1,0,B10,40931
1,12.0,4.0,,NA,0.0,,,8,0,1,0,1,1,B10,40934
1,3.0,3.0,,NA,0.0,,,12,0,1,0,1,0,B10,40935
0,,,1.0,8,,,1.0,3,1,1,0,1,0,B10,40936
